"","chimp","sex","ageDays","wbc","rbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","globulin","triglycerides","ggtp","osmolal","BMI","BPs","BPd"
"478","Ericka",1,27.4027397260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,11,1.1,8.4,3.1,0.1,68,36,40,245,9.7,1.5,141,3.8,102,5.3,134,18,278,NA,NA,NA
"479","Ericka",1,28.4739726027397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,14,1.1,8,3,0.1,75,25,22,192,9.6,2.4,143,3.5,105,5,108,16,282,NA,NA,NA
"481","Ericka",1,34.6054794520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152",106
"482","Ericka",1,37.3479452054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"166",108
"483","Ericka",1,29.3397260273973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,12,1,8.4,3.3,0.1,82,33,34,239,9.3,2.3,142,4.2,103,5.1,144,27,281,NA,NA,NA
"484","Evelyne",0,7.67123287671233,11100,4.35,37.9,12.2,87.1,28,32.2,0.05,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Evelyne",0,18.0630136986301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",67
"486","Evelyne",0,11.1287671232877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,0.6,6.9,3.8,0.2,282,21,13,198,10.1,3.6,138,3.8,100,3.1,68,24,272,NA,NA,NA
"487","Evelyne",0,11.9534246575342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,9,0.7,7.6,3.9,0.2,242,23,18,204,10.1,3.1,139,3.4,102,3.7,89,21,276,NA,NA,NA
"488","Evelyne",0,12.9424657534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,10,1,6.5,3.9,0.3,286,24,15,182,10.5,2.4,142,4,102,2.6,52,20,280,NA,NA,NA
"489","Evelyne",0,6.92602739726027,12200,5.41,42,14,77.6,25.9,33.3,0.035,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Evelyne",0,18.8958904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137",64
"492","Evelyne",0,20.0684931506849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.35,"130",69
"494","Evelyne",0,5.94520547945205,12800,5.21,40.5,13.6,77.7,26.1,33.6,0.024,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Faye",0,10.4931506849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,12,1,7.9,4.1,0.2,190,24,39,214,10.5,3.9,135,3.2,103,3.8,63,15,267,NA,NA,NA
"496","Faye",0,11.5479452054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,6,0.8,7.6,4,0.2,152,27,21,202,9.8,1.7,140,3.4,104,3.6,176,17,275,NA,NA,NA
"497","Faye",0,16.2520547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",56
"498","Faye",0,9.66849315068493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,9,0.8,6.6,3.5,0.1,198,22,17,171,9,2.4,140,3.5,105,3.1,65,12,279,NA,NA,NA
"499","Faye",0,4.45479452054794,5500,4.76,40.1,12.8,84.2,26.9,31.9,0.052,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Faye",0,5.47397260273973,10700,5.13,41,13.6,79.9,26.5,33.2,0.049,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Faye",0,6.56438356164384,12000,5.4,44,14.8,81.5,27.4,33.6,0.042,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Faye",0,17.4986301369863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104",58
"503","Faye",0,8.82465753424658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,12,1,7.3,3.7,0.2,317,26,23,208,9.8,1.8,140,3.5,101,3.6,73,22,279,NA,NA,NA
"504","Faye",0,19.0547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.44,"166",100
"507","Fiona",0,7.88219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,10,0.9,7.1,3.6,0.1,459,45,22,181,9.3,4.4,141,3.6,102,3.5,95,8,279,NA,NA,NA
"508","Fiona",0,8.77534246575343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,11,1.1,7.1,4,0.2,457,60,18,191,9.4,4.4,137,3.3,105,3.1,102,21,272,NA,NA,NA
"509","Fiona",0,14.4931506849315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147",94
"510","Fiona",0,15.7643835616438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143",74
"511","Fiona",0,17.0109589041096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.92,"139",77
"512","Fiona",0,3.81095890410959,12300,5.16,36.8,12.6,71.3,24.4,34.2,0.051,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Fiona",0,4.86849315068493,12300,5.25,38.6,12.8,73.5,24.4,33.2,0.057,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Fiona",0,5.92328767123288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,11,1,7.1,3.7,0.1,624,50,22,216,19.4,4.9,134,3.6,97,3.4,79,30,267,NA,NA,NA
"515","Fiona",0,2.81643835616438,25500,5.57,39,13,70,23.3,33.3,0.043,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Fiona",0,7.32328767123288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,10,1,6.9,3.8,0.1,539,50,17,193,9.1,4.1,148,4,105,3.1,70,27,293,NA,NA,NA
"519","Foxy",0,40.2876712328767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",68
"520","Foxy",0,42.2109589041096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126",68
"522","Foxy",0,30.1643835616438,12300,4.28,38.7,12.5,90.4,29.2,32.3,0.074,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Foxy",0,43.4191780821918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.05,"135",71
"524","Foxy",0,37.1808219178082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,8,1,7.2,3.7,0.3,49,33,20,263,18.7,1.4,140,3.1,102,3.5,55,25,275,NA,NA,NA
"525","Foxy",0,29.7205479452055,10900,3.99,35.9,11.6,90,29.1,32.3,0.04,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Foxy",0,35.2657534246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,11,1.1,7.1,3.5,0.1,60,27,27,229,8.1,2.7,137,2.9,99,3.6,71,19,271,NA,NA,NA
"527","Foxy",0,31.1835616438356,11100,4.45,41,13.6,92.1,30.6,33.2,0.05,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Foxy",0,43.9205479452055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.21,NA,NA
"529","Foxy",0,36.241095890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,5,0.9,7.4,3.7,0.3,56,20,16,256,9,2.4,141,3,103,3.7,61,18,275,NA,NA,NA
"530","Foxy",0,33.172602739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,9,1,7.4,3.7,0.1,57,56,32,254,9,2.6,144,4.1,105,3.7,71,24,285,NA,NA,NA
"531","Frannie",0,4.4986301369863,12600,5.22,41.8,13.8,80.1,26.4,33,0.029,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Frannie",0,6.55342465753425,10200,5.21,42.3,14.1,81.2,27.1,33.3,0.051,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Frannie",0,8.65753424657534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,9,0.8,7.6,4,0.2,333,21,8,201,10.5,3.1,140,3.9,97,3.6,46,24,276,NA,NA,NA
"535","Frannie",0,18.6684931506849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.99,"109",48
"536","Frannie",0,5.53424657534247,9300,4.79,39.1,12.8,81.6,26.7,32.7,0.035,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Frannie",0,11.5616438356164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,10,0.7,7.3,4,0.2,216,28,13,212,10.1,2.6,135,2.7,98,3.3,73,26,267,NA,NA,NA
"538","Frannie",0,16.5972602739726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149",77
"539","Frannie",0,9.71506849315069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,10,0.7,7.2,4.1,0.2,305,19,13,200,10.3,2.7,141,3.2,101,3.1,76,26,280,NA,NA,NA
"540","Frannie",0,10.6547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,10,0.7,7.3,4.1,0.2,274,17,14,182,9.5,2.5,139,3.2,106,3.2,47,25,275,NA,NA,NA
"541","Frannie",0,17.7698630136986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.33,"105",39
"542","Fritz",0,8.97260273972603,12700,6.42,52.6,17.7,81.9,27.6,33.7,0.018,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Fritz",0,10.027397260274,12700,6.27,51.6,17.1,82.3,27.36,33.1,0.036,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Fritz",0,11.0027397260274,16400,6.33,51,16.8,80.6,26.5,32.9,0.01,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Fritz",0,12.958904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,15,1.2,7.8,3.9,0.2,84,40,30,175,10,2.7,143,4.1,102,3.9,253,25,286,NA,NA,NA
"546","Fritz",0,14.0301369863014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,10,1.4,7.6,3.8,0.4,91,34,24,177,9.9,2.4,140,3.5,99,3.8,118,32,276,NA,NA,NA
"547","Fritz",0,15.1287671232877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,11,1.5,8,3.9,0.4,88,30,34,158,9.1,2.3,146,3.7,105,4.1,154,30,289,NA,NA,NA
"549","Fritz",0,20.3260273972603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146",80
"550","Fritz",0,21.241095890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132",65
"551","Fritz",0,22.358904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.4,"119",69
"552","Fritz",0,16.3178082191781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,12,1.2,7.3,3.5,0.3,65,39,28,175,19.2,1.6,142,3.8,102,3.8,73,21,281,NA,NA,NA
"554","Garbo",1,43.8027397260274,12000,5.04,42.3,13.8,83.9,27.4,32.6,0.021,3,4,95,13,1,7.8,3.1,0.4,109,17,17,217,19.6,2.5,141,3.6,103,4.7,47,NA,NA,NA,NA,NA
"555","Garbo",1,44.8246575342466,10100,4.68,39.9,13.3,85.3,28.4,33.3,0.036,4,2,94,14,1,7.9,3.7,0.2,123,40,22,185,19,2.1,138,3.5,98,4.2,55,38,273,NA,NA,NA
"556","Garbo",1,46.1698630136986,13500,4.71,39.9,12.9,84.7,27.4,32.3,0.033,0,4,105,12,1.1,8,3.5,0.1,129,54,35,183,19.3,2,144,2.9,100,4.5,49,34,283,NA,NA,NA
"557","Garbo",1,42.7890410958904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,14,1,7.2,3.4,0.7,75,28,17,179,19.1,4.1,141,3.6,95,3.8,71,NA,NA,NA,NA,NA
"558","Gay",0,32.1534246575342,8200,4.83,39,13,80.7,26.9,33.3,0.036,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Gay",0,29.0602739726027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,39,0.9,7.1,3.3,0.4,62,20,11,226,19,3,141,3.1,98,3.8,72,NA,NA,NA,NA,NA
"560","Gay",0,30.2657534246575,6500,5.2,40.3,13.5,77.5,26,33.5,0.05,0,2,111,12,0.9,7.9,3,0.3,47,20,13,256,19.7,4.5,143,3.3,100,4.9,60,NA,NA,NA,NA,NA
"561","Gay",0,31.2630136986301,10900,5,39.9,13.4,79.8,26.8,33.6,0.04,1,0,95,8,0.6,7,2.9,0.3,60,25,13,208,18.5,3.8,138,3.6,96,4.1,46,NA,NA,NA,NA,NA
"562","Gay",0,32.9534246575342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11,0.9,7.2,3.7,0.1,61,19,16,215,17.9,3.6,133,2.9,93,4.1,90,15,263,NA,NA,NA
"563","Gelb",0,18.8547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,10,1,7.7,3.8,0.3,94,81,48,211,9,4.5,141,3.7,96,3.9,125,51,278,NA,NA,NA
"564","Gelb",0,21.2684931506849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,7,1.1,7.4,3.5,0.3,87,78,46,184,8.9,3.9,140,4,100,3.9,84,87,275,NA,NA,NA
"565","Gelb",0,17.8027397260274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,10,1.2,7.8,3.8,0.4,104,82,53,209,9.7,2,139,3.4,98,4,87,50,274,NA,NA,NA
"566","Gelb",0,27.8657534246575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.17,"108",57
"567","Gelb",0,19.7534246575342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13,1.1,7.8,4,0.5,69,96,54,255,9.4,3,137,3,95,3.8,164,78,271,NA,NA,NA
"568","Gelb",0,14.6356164383562,7300,4.99,44.8,14.8,89.8,29.7,33,0.04,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Gelb",0,26.6630136986301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145",71
"570","Gelb",0,16.186301369863,7900,4.73,42.8,14.2,90.5,30,33.2,0.047,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Gelb",0,15.6684931506849,10100,4.95,45.1,14.9,91.1,30.1,33,0.061,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Gelb",0,28.5945205479452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116",60
"575","Georgia",1,22.841095890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,9,1,7.3,3.9,0.2,78,34,18,196,8.6,1.1,144,2.8,107,3.4,86,29,284,NA,NA,NA
"576","Georgia",1,23.8054794520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,8,1,7.6,4,0.1,99,40,20,187,9.9,2.6,146,3,108,3.6,251,31,285,NA,NA,NA
"577","Georgia",1,28.6684931506849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149",93
"580","Georgia",1,18.1041095890411,13600,5.21,44.1,14.9,84.6,28.6,33.8,0.024,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Georgia",1,19.0986301369863,18300,5,43,14.4,86,28.8,33.5,0.012,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Georgia",1,21.0767123287671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,9,1.2,7.5,3.9,0.2,72,37,26,208,9.2,1.8,140,2.7,101,3.6,165,29,275,NA,NA,NA
"583","Georgia",1,17.1287671232877,11600,5.33,44.5,14.8,83.5,27.8,33.3,0.046,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Georgia",1,21.7890410958904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,9,1,7.7,4,0.1,74,33,21,204,9.8,1.6,142,3.1,109,3.7,134,30,280,NA,NA,NA
"585","Gwennie",0,26.9479452054795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,16,0.9,7.7,3.7,0.4,43,51,26,267,10.1,3.6,142,4,98,4,80,NA,NA,NA,NA,NA
"586","Gwennie",0,27.9945205479452,11300,5.08,41.2,13.5,81.1,26.6,32.8,0.038,2,1,118,18,1,8.7,3.8,0.4,53,34,30,308,9.7,2.8,140,3.7,94,4.9,86,NA,NA,NA,NA,NA
"587","Gwennie",0,29.1260273972603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,17,0.6,7.6,3.4,0.4,50,39,23,244,9.4,3.5,139,3.7,97,4.2,101,NA,NA,NA,NA,NA
"588","Gwennie",0,29.9369863013699,6800,3.52,31.3,10,88.9,28.4,31.9,0.037,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Gwennie",0,30.8986301369863,7300,5.28,43.8,14.4,83,27.3,32.9,0.054,8,2,141,9,0.9,8.1,3.8,0.1,112,36,24,194,9.8,2.6,142,3.8,105,4.3,109,31,282,NA,NA,NA
"590","Heppie",0,34.1178082191781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,9,0.9,6.9,2.4,0.4,118,99,61,254,7.9,1.8,141,2.4,96,4.5,194,110,276,NA,NA,NA
"591","Heppie",0,34.9205479452055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,11,0.8,7.2,3,0.2,107,88,54,272,8.5,1.4,142,2.5,98,4.2,178,118,279,NA,NA,NA
"592","Heppie",0,31.9917808219178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,7,0.9,7.1,3.1,0.3,103,73,47,234,8.8,2.5,140,2.7,99,4,111,70,274,NA,NA,NA
"593","Heppie",0,33.0547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,9,0.9,7.6,3.1,0.2,77,70,49,263,9.2,3.5,143,2.7,97,4.5,137,77,279,NA,NA,NA
"594","Heppie",0,27.9397260273973,11000,4.77,40.9,13.8,85.7,28.9,33.7,0.062,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Heppie",0,28.9643835616438,12200,4.78,42.2,14.2,88.3,29.7,33.6,0.057,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Heppie",0,39.8520547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",57
"597","Heppie",0,29.958904109589,11000,4.98,43.8,14.7,88,29.5,33.6,0.078,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Heppie",0,40.2547945205479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78",39
"599","Heppie",0,40.2712328767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204",128
"600","Hoboh",0,38.2958904109589,9600,5.59,45.8,15.3,81.9,27.4,33.4,0.049,3,2,103,15,1.1,8.3,3.4,0.4,83,31,28,244,9.5,2.4,144,3.3,97,4.9,80,NA,NA,NA,NA,NA
"601","Hoboh",0,37.2602739726027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,15,1,8.3,3.3,0.4,79,30,29,219,9.4,2.3,141,3.4,91,5,118,NA,NA,NA,NA,NA
"602","Hoboh",0,39.3150684931507,123000,5.11,42.2,13.9,82.6,27.2,32.9,0.044,6,5,85,17,1,8,3.1,0.2,80,36,27,245,8.7,2.6,136,3.2,90,4.9,90,22,270,NA,NA,NA
"603","Hoboh",0,40.3643835616438,13500,5.33,43.7,14.5,82,27.2,33.2,0.042,7,2,121,18,1.3,8.1,3.6,0.2,95,39,51,246,9.2,5.1,143,2.6,90,4.5,80,20,284,NA,NA,NA
"604","Hunter",1,17.6575342465753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,18,1.6,7.6,3.7,0.3,167,48,60,200,11.1,3,146,3.9,97,3.9,115,31,288,NA,NA,NA
"605","Hunter",1,15.5890410958904,9900,6.19,49.9,16.2,80.6,26.2,32.5,0.049,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Hunter",1,14.6301369863014,11900,5.84,48.3,15.2,82.7,26,31.5,0.012,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Hunter",1,18.6958904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,1.5,7.2,3.8,0.3,138,37,55,184,9.4,1.4,144,3.4,1.3,3.4,115,28,286,NA,NA,NA
"608","Hunter",1,19.7287671232877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,20,1.8,7.9,3.8,0.3,98,44,42,205,10.3,2.1,144,3.2,99,4.1,135,22,285,NA,NA,NA
"609","Hunter",1,20.2520547945205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,19,2,7.2,4,0.2,86,49,48,183,10.5,1.8,146,3.9,100,3.2,113,14,291,NA,NA,NA
"610","Hunter",1,13.5178082191781,17200,6.64,53.6,17.8,80.7,26.8,33.2,0.02,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Iyk",1,35.1972602739726,7900,4.98,42.5,13.9,85.3,27.9,32.7,0.029,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Iyk",1,36.2164383561644,4600,5.16,43.8,14.7,84.9,28.5,33.6,0.041,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Iyk",1,37.2465753424658,7100,5.25,45.4,14.9,86.5,28.4,32.8,0.071,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Iyk",1,39.2219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,11,1.1,7.7,3.7,0.2,96,22,23,197,9.4,1.6,138,2.9,94,4,182,22,273,NA,NA,NA
